Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
..REGION XIII (Caraga),Duck egg,10.14,10.13,10.40,10.35,10.36,10.39,10.35,10.35,10.38,9.99,9.82,9.94,10.22,9.21,9.21,9.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Carabao for Slaughter,107.05,100.06,100.00,100.17,100.00,100.00,110.00,109.99,110.00,114.00,114.00,114.00,106.61,120.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Cattle for Slaughter,133.45,133.14,136.70,124.91,124.92,125.00,125.00,124.68,124.76,130.00,135.00,134.91,129.37,142.85,142.85,142.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Goat for Slaughter,235.93,240.37,229.56,240.00,240.40,240.00,240.53,..,240.53,249.47,250.00,250.16,241.54,142.86,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Hog for Slaughter,209.93,206.34,212.75,220.70,234.01,210.10,200.01,198.58,191.61,185.87,170.89,182.27,201.92,209.84,213.04,183.53,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Broiler Chicken,190.00,220.00,190.00,140.00,140.00,140.00,130.00,130.00,130.00,..,150.00,150.00,155.45,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Gamefowl for Other Purposes,2500.00,3000.00,3000.00,2000.00,2000.00,2500.00,2500.00,2700.00,2700.00,2500.00,2500.00,2000.00,2491.67,2500.00,2000.00,2000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Gamefowl for Dressing,210.00,210.00,210.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,202.50,186.00,193.00,196.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Layer Chicken,..,100.00,115.00,71.67,70.00,..,..,81.67,76.25,80.75,81.67,..,84.63,83.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Native/Improved Chicken,242.73,214.62,240.94,220.00,220.00,220.00,200.00,199.32,210.98,192.63,198.73,194.24,212.85,186.26,193.34,196.29,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Duck,190.00,200.00,200.00,160.00,158.53,150.00,150.00,155.42,149.69,200.00,200.00,200.00,176.14,194.56,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,"Chicken egg, Layer",7.55,7.56,7.52,7.49,7.49,7.53,7.90,7.90,7.53,7.53,7.53,7.52,7.59,7.79,7.85,7.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,"Chicken egg, Native",..,..,..,8.80,8.80,8.80,9.00,9.00,9.00,9.08,9.08,9.08,8.96,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Norte,Duck egg,11.14,11.09,11.14,11.39,11.39,11.39,12.00,12.00,12.00,11.25,11.25,11.25,11.44,11.92,11.92,11.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Carabao for Slaughter,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Cattle for Slaughter,180.04,180.05,180.05,180.00,180.10,180.00,180.00,180.22,180.00,180.00,180.00,180.08,180.05,180.00,190.00,195.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Goat for Slaughter,251.02,251.02,251.02,300.17,300.34,300.25,300.00,300.00,290.02,290.08,300.39,300.39,286.22,290.00,290.00,290.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Hog for Slaughter,172.10,201.52,190.21,195.08,210.04,200.06,186.36,165.93,170.07,180.00,180.00,180.00,185.95,154.57,177.47,165.84,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Broiler Chicken,..,125.00,180.00,125.33,125.33,125.33,125.77,130.51,130.60,120.26,120.32,120.32,129.89,120.40,120.40,130.32,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Gamefowl for Other Purposes,3500.00,3500.00,3500.00,3500.00,3500.00,3500.00,3500.00,3500.00,3500.00,5000.00,5000.00,5000.00,3875.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Gamefowl for Dressing,200.39,200.39,200.39,..,..,..,220.00,220.00,220.00,202.19,202.19,202.19,207.53,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Layer Chicken,115.00,120.00,120.00,120.00,120.00,120.00,128.28,135.00,130.20,119.92,121.91,121.91,122.69,130.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Native/Improved Chicken,258.93,256.94,255.93,234.90,241.71,233.63,239.81,236.26,241.25,241.93,241.18,238.05,243.38,242.18,238.14,238.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Duck,243.29,250.13,299.75,197.96,207.96,197.96,..,..,150.00,191.64,187.51,200.00,212.62,129.89,151.31,153.26,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,"Chicken egg, Layer",7.37,7.37,7.35,7.25,7.25,7.25,6.80,6.80,6.80,6.79,6.79,6.80,7.05,7.24,7.11,7.11,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,"Chicken egg, Native",7.33,7.33,7.33,7.33,7.33,7.33,8.33,8.33,8.33,9.00,9.00,9.00,8.00,10.34,10.34,10.34,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Agusan del Sur,Duck egg,9.53,9.52,9.99,9.56,9.56,9.61,9.70,9.70,9.70,9.29,9.02,9.20,9.53,7.95,7.95,7.95,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Carabao for Slaughter,115.00,115.00,120.00,120.00,120.00,115.00,120.00,120.00,120.00,115.00,115.00,120.00,117.92,115.00,115.00,115.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Cattle for Slaughter,160.00,160.00,165.00,165.00,165.00,160.00,165.00,160.00,165.00,165.00,165.00,170.00,163.75,170.00,165.00,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Goat for Slaughter,..,..,..,220.00,220.00,215.00,231.65,234.44,232.54,220.00,220.00,230.00,224.85,..,208.33,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Hog for Slaughter,210.17,200.55,210.08,220.36,220.09,209.88,217.27,193.04,231.48,210.02,215.00,220.27,213.18,192.26,199.85,194.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Broiler Chicken,216.19,189.93,208.47,200.00,215.00,211.66,197.26,209.70,220.00,195.22,194.48,226.03,207.00,200.00,210.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Gamefowl for Other Purposes,3500.00,3000.00,3500.00,3500.00,3000.00,3500.00,3000.00,3000.00,3000.00,1819.80,2500.00,3000.00,3026.65,2500.00,2500.00,3000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Gamefowl for Dressing,..,..,..,250.00,250.00,250.00,250.00,250.00,250.00,200.00,300.00,250.00,250.00,..,..,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Layer Chicken,130.60,130.60,134.48,109.91,110.34,104.96,100.35,110.18,109.82,100.00,100.00,100.00,111.77,150.00,124.04,124.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Native/Improved Chicken,238.61,244.83,242.33,250.00,250.00,240.02,238.20,247.82,259.89,250.01,249.48,235.56,245.56,229.87,224.69,247.15,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Duck,300.00,300.00,300.00,300.00,250.00,250.00,243.15,216.77,299.25,229.57,252.39,250.00,265.93,250.00,250.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,"Chicken egg, Layer",8.30,8.91,8.91,8.59,8.76,8.76,7.66,7.73,7.67,9.21,9.24,9.24,8.58,7.84,7.84,7.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,"Chicken egg, Native",7.25,7.25,7.25,8.50,8.50,8.50,8.00,8.00,8.00,8.00,8.17,8.17,7.97,7.58,7.51,7.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Dinagat Islands,Duck egg,13.50,13.50,13.50,13.50,13.50,13.50,13.50,13.50,13.50,11.00,11.00,11.50,12.92,15.00,15.00,15.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Carabao for Slaughter,..,..,129.87,188.67,132.22,122.50,150.00,155.00,155.00,210.00,220.00,220.00,168.33,240.00,250.00,255.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Cattle for Slaughter,190.00,190.00,185.00,..,250.00,..,250.00,250.00,250.00,250.00,260.00,260.00,233.50,260.00,262.00,265.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Goat for Slaughter,..,..,..,280.00,280.25,295.00,..,..,251.54,251.31,250.00,249.65,265.40,235.00,236.90,245.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Hog for Slaughter,224.00,208.67,209.88,209.99,193.64,200.38,219.58,181.18,171.28,156.97,..,158.01,193.96,215.20,187.61,193.73,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Broiler Chicken,220.00,210.00,210.00,213.19,220.00,208.79,181.39,181.85,180.00,210.00,200.00,200.00,202.94,210.00,219.62,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Gamefowl for Other Purposes,..,..,1500.00,..,..,..,..,..,..,..,..,..,1500.00,..,1500.00,1000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Gamefowl for Dressing,..,..,..,300.00,..,..,250.00,..,..,290.00,300.00,300.00,288.00,295.00,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Layer Chicken,100.00,100.00,100.00,90.36,100.30,101.57,113.09,111.05,111.75,108.80,91.50,91.50,101.66,88.89,83.33,89.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Native/Improved Chicken,257.19,258.49,267.83,259.58,254.49,250.72,260.17,269.37,265.71,243.19,264.18,239.33,257.52,279.97,273.13,276.93,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Duck,..,200.00,..,..,300.00,250.00,200.00,..,300.00,250.00,250.00,250.00,250.00,100.00,100.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,"Chicken egg, Layer",8.42,8.41,8.44,8.48,8.54,8.54,8.18,8.10,8.08,7.69,7.77,7.81,8.20,7.61,7.57,7.79,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,"Chicken egg, Native",9.00,9.00,9.00,10.00,8.32,8.33,8.51,8.51,8.52,10.50,11.00,11.50,9.35,10.66,10.10,10.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Norte,Duck egg,12.00,12.00,12.00,12.00,12.50,12.50,12.00,12.50,12.50,12.50,12.50,13.00,12.33,7.25,7.25,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Carabao for Slaughter,130.00,125.00,125.00,125.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,128.75,130.00,130.00,130.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Cattle for Slaughter,160.00,160.00,160.00,160.00,160.00,165.00,160.00,160.00,160.00,160.00,160.00,160.00,160.42,170.00,165.00,165.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Goat for Slaughter,..,..,..,280.00,280.00,290.00,321.00,300.53,..,350.00,350.00,350.00,315.19,400.00,400.00,400.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Hog for Slaughter,220.00,210.00,217.00,205.71,214.99,225.00,207.09,210.00,207.00,199.97,180.77,199.97,208.13,199.97,206.58,228.59,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Broiler Chicken,140.00,..,..,140.00,140.00,140.00,130.00,130.00,130.00,135.00,135.00,135.00,135.50,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Gamefowl for Dressing,..,..,..,250.00,250.00,260.00,220.00,230.00,230.00,230.00,230.00,230.00,236.67,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Layer Chicken,110.00,..,110.00,100.00,100.00,100.00,..,..,..,..,..,..,104.00,105.00,105.00,105.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Native/Improved Chicken,243.70,246.06,225.70,250.00,250.00,260.00,237.29,243.55,225.95,247.52,252.06,250.00,244.32,271.52,273.85,269.46,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Duck,250.00,250.00,250.00,192.22,238.33,200.00,194.96,242.44,213.95,200.00,208.00,200.00,219.99,159.43,159.43,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,"Chicken egg, Layer",9.13,9.13,9.13,9.48,9.48,9.48,9.48,9.48,9.48,9.50,9.50,9.50,9.39,9.25,9.48,9.48,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,"Chicken egg, Native",..,..,..,10.00,10.00,10.00,10.00,10.00,10.00,10.50,10.50,10.50,10.17,10.00,11.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Surigao del Sur,Duck egg,10.83,10.83,10.83,10.91,10.91,10.91,10.53,10.53,10.63,11.00,11.00,11.00,10.82,10.49,10.49,10.49,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,125.00,125.00,125.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,142.00,142.00,142.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,194.00,194.00,194.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,210.00,210.01,210.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1700.00,1800.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,207.18,216.00,222.96,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,75.00,55.50,55.55,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,207.18,216.03,222.96,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,8.22,8.26,8.26,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,8.00,8.00,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Butuan,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,12.50,12.50,12.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Carabao for Slaughter,164.15,182.52,196.02,198.78,199.50,200.75,188.74,187.45,197.64,185.23,188.80,193.16,190.23,190.81,191.83,193.43,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Cattle for Slaughter,221.63,211.93,232.90,266.14,239.64,261.22,214.03,220.25,223.23,211.37,207.85,215.03,227.10,223.75,249.82,253.81,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Goat for Slaughter,202.09,188.89,160.31,242.46,156.11,243.48,248.93,282.01,280.50,232.32,244.47,254.01,227.96,253.93,238.10,251.98,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Hog for Slaughter,204.02,196.89,199.66,252.11,253.34,254.22,274.76,278.07,278.07,257.97,265.38,273.68,249.01,184.45,181.86,187.38,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Gamefowl for Other Purposes,..,..,..,1300.00,1500.00,1500.00,..,..,..,..,..,..,1433.33,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Native/Improved Chicken,250.04,207.67,229.19,226.41,206.29,238.32,214.78,253.11,200.18,261.76,257.23,258.95,233.66,265.99,266.13,278.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Duck,206.15,186.12,207.00,225.39,219.14,288.19,250.41,250.62,249.23,214.28,219.81,238.00,229.53,208.75,223.15,221.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Chicken egg, Native",11.85,11.24,11.85,8.22,8.70,9.95,8.68,8.64,8.70,10.31,10.56,11.15,9.99,11.63,11.67,12.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Duck egg,10.26,10.11,10.71,11.06,10.71,10.83,8.22,8.31,8.41,8.37,8.53,8.93,9.54,9.32,9.74,9.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Carabao for Slaughter,200.00,200.00,220.00,200.00,200.00,200.00,200.00,200.00,210.00,200.00,200.00,210.00,203.33,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Cattle for Slaughter,200.00,210.00,266.67,200.00,210.00,210.00,200.00,220.00,220.00,200.00,200.00,200.00,211.39,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Goat for Slaughter,160.00,138.06,160.00,160.00,150.00,160.00,..,..,..,250.00,250.00,270.00,188.67,220.00,230.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Hog for Slaughter,125.00,120.00,120.00,125.00,120.00,125.00,150.00,150.00,150.00,150.00,160.00,170.00,138.75,210.00,200.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Gamefowl for Other Purposes,..,..,..,1300.00,1500.00,1500.00,..,..,..,..,..,..,1433.33,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Native/Improved Chicken,207.55,200.74,219.47,200.00,210.00,200.00,210.00,210.00,210.00,230.00,220.00,210.00,210.65,230.00,210.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Duck,300.00,330.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,302.50,320.00,350.00,350.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,"Chicken egg, Native",..,..,..,10.00,10.00,11.00,8.17,8.17,8.17,8.17,8.17,8.17,8.89,8.42,8.67,8.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Basilan,Duck egg,..,..,..,..,..,..,6.50,6.67,6.67,6.50,6.50,6.50,6.56,6.50,6.50,6.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Carabao for Slaughter,140.00,170.00,188.00,..,200.00,..,190.00,190.00,190.00,160.00,162.00,162.00,175.20,166.00,170.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Cattle for Slaughter,140.00,160.00,180.00,..,185.82,231.54,166.00,167.00,165.00,166.67,166.77,166.67,172.32,200.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Goat for Slaughter,160.00,160.00,140.00,250.00,100.00,243.62,..,..,..,135.30,196.42,196.42,175.75,196.00,162.24,183.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Hog for Slaughter,110.00,110.00,110.00,..,150.00,122.22,130.00,125.00,125.00,160.00,170.00,175.00,135.20,125.00,125.00,125.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Native/Improved Chicken,270.00,210.00,240.00,..,200.00,239.89,220.00,280.00,200.00,285.00,280.00,280.00,245.90,279.00,280.86,292.80,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Duck,230.00,220.00,230.00,..,207.54,389.13,248.00,248.00,285.00,196.40,197.00,197.00,240.73,200.00,240.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,"Chicken egg, Native",12.00,11.33,12.00,7.00,8.00,..,9.00,9.00,9.00,12.00,12.33,13.00,10.42,13.00,13.00,13.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Lanao del Sur,Duck egg,13.00,12.00,13.00,12.33,..,12.83,9.00,9.00,9.00,8.50,8.67,8.67,10.55,8.50,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Maguindanao,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
