Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Human Health and Social Work Activities,..City of San Juan,2200608.78,2544603.17,2841989.95,1992901.89,2231397.16,2418209.17
Human Health and Social Work Activities,..City of Taguig,9476737.30,10929822.29,12368350.76,8498431.51,9485632.43,10398317.89
Human Health and Social Work Activities,..City of Valenzuela,2165734.66,2456405.21,2813232.28,1918248.29,2107455.72,2333808.69
Human Health and Social Work Activities,..Pateros,309039.39,356681.17,406243.66,275024.68,307606.63,339841.01
Human Health and Social Work Activities,Cordillera Administrative Region (CAR),9274540.36,9998397.35,11493970.53,8110927.70,8406060.87,9239363.04
Human Health and Social Work Activities,..Abra,1102387.90,1177570.02,1343249.95,949953.79,978524.42,1072114.87
Human Health and Social Work Activities,..Apayao,483969.40,540522.44,633368.73,419484.46,451968.78,509479.98
Human Health and Social Work Activities,..Benguet,1640864.88,1773686.96,2022495.50,1463330.82,1507416.57,1628058.10
Human Health and Social Work Activities,..Ifugao,955825.81,1055743.79,1213523.93,824711.50,875197.29,966393.38
Human Health and Social Work Activities,..Kalinga,1040439.48,1123063.88,1305196.99,882529.01,908538.06,1015532.72
Human Health and Social Work Activities,..Mountain Province,906830.85,1002395.91,1122189.61,797347.10,854576.81,920616.60
Human Health and Social Work Activities,..City of Baguio,3144222.05,3325414.35,3853945.83,2773571.02,2829838.95,3127167.38
Human Health and Social Work Activities,Region I (Ilocos Region),18135516.10,20011878.62,22868047.02,16820044.78,17700659.03,19586301.48
Human Health and Social Work Activities,..Ilocos Norte,2106275.13,2337578.98,2675440.65,1924891.22,2064168.36,2281878.97
Human Health and Social Work Activities,..Ilocos Sur,3619222.73,4030800.50,4533943.21,3286434.40,3517527.79,3824339.61
Human Health and Social Work Activities,..La Union,2948342.23,3244583.11,3642808.17,2787679.88,2972192.79,3241221.70
Human Health and Social Work Activities,..Pangasinan,9461676.02,10398916.03,12015854.98,8821039.28,9146770.09,10238861.19
Human Health and Social Work Activities,Region II (Cagayan Valley),11946846.73,13230563.61,15363391.17,10308549.01,10991353.80,12344352.99
Human Health and Social Work Activities,..Batanes,194975.37,215668.51,249454.47,168464.95,179247.75,200541.28
Human Health and Social Work Activities,..Cagayan,4251183.32,4750303.67,5526257.94,3639402.06,3903871.64,4380548.47
Human Health and Social Work Activities,..Isabela,5987591.37,6577862.66,7622173.65,5185701.46,5493839.60,6169869.29
Human Health and Social Work Activities,..Nueva Vizcaya,1116969.26,1243014.71,1438419.97,972174.56,1044448.67,1168320.94
Human Health and Social Work Activities,..Quirino,396127.41,443714.06,527085.13,342805.98,369946.13,425073.03
Human Health and Social Work Activities,Region III (Central Luzon),34870071.44,38629620.98,45760231.38,31318410.71,32639432.90,37249474.72
Human Health and Social Work Activities,..Aurora,560339.00,620718.64,752601.79,493821.80,523452.18,610384.54
Human Health and Social Work Activities,..Bataan,2565985.46,2876874.19,3393657.63,2240455.87,2380853.21,2714863.64
Human Health and Social Work Activities,..Bulacan,9152585.03,10062810.42,12035573.57,8511495.40,8703652.87,10059735.49
Human Health and Social Work Activities,..Nueva Ecija,4661478.09,5126300.33,6155455.62,4400546.60,4578640.25,5276832.08
Human Health and Social Work Activities,..Pampanga,8433711.33,9494493.29,11092878.05,7399204.61,7821095.73,8708924.15
Human Health and Social Work Activities,..Tarlac,4039621.47,4445405.15,5256493.76,3511331.16,3689392.87,4244887.29
Human Health and Social Work Activities,..Zambales,1041115.45,1129760.17,1333553.57,918058.55,947872.03,1076352.87
Human Health and Social Work Activities,..City of Angeles,3596994.96,3969629.01,4679867.22,3128982.56,3248970.27,3710443.75
Human Health and Social Work Activities,..City of Olongapo,818240.65,903629.77,1060150.19,714514.15,745503.50,847050.90
Human Health and Social Work Activities,Region IV-A (CALABARZON),40752979.98,44993510.12,52251826.50,36121157.74,38165294.05,43064972.66
Human Health and Social Work Activities,..Batangas,7606299.92,8478329.73,10029078.64,6657402.40,7058517.70,8103463.55
Human Health and Social Work Activities,..Cavite,10901700.92,12010964.86,13647161.97,9122109.01,9672218.88,10725827.50
Human Health and Social Work Activities,..Laguna,13084944.14,14209405.21,16650686.91,11955621.58,12562132.36,14259563.39
Human Health and Social Work Activities,..Quezon,1314796.13,1458576.94,1706562.98,1310974.06,1378609.94,1561143.56
Human Health and Social Work Activities,..Rizal,5915362.56,6685052.76,7761230.23,5355933.76,5666964.52,6358439.84
Human Health and Social Work Activities,..City of Lucena,1929876.31,2151180.62,2457105.78,1719116.94,1826850.65,2056534.82
Human Health and Social Work Activities,MIMAROPA Region,8328441.04,9042833.94,10371961.90,6731766.07,6964309.58,7709735.61
Human Health and Social Work Activities,..Marinduque,1107169.81,1201314.25,1375393.43,883014.58,920545.65,1025639.98
Human Health and Social Work Activities,..Occidental Mindoro,738288.14,801081.06,924754.95,651658.58,671615.37,749241.97
Human Health and Social Work Activities,..Oriental Mindoro,3084891.39,3357709.72,3823994.55,2490105.77,2562767.07,2806950.56
Human Health and Social Work Activities,..Palawan,1029235.74,1119667.44,1315651.60,827197.64,861213.97,973540.56
Human Health and Social Work Activities,..Romblon,377780.36,414987.02,472822.88,333845.56,354337.36,390882.57
Human Health and Social Work Activities,..City of Puerto Princesa,1991075.61,2148074.45,2459344.50,1545943.94,1593830.15,1763479.98
Human Health and Social Work Activities,Region V (Bicol Region),15937813.91,17460939.38,19714576.60,14408157.89,15192827.12,16624095.82
Human Health and Social Work Activities,..Albay,4893041.95,5339720.09,5962680.33,4379890.20,4599424.02,4975551.07
Human Health and Social Work Activities,..Camarines Norte,1544580.87,1715626.21,1956210.87,1364428.56,1450841.61,1596787.23
Human Health and Social Work Activities,..Camarines Sur,4998442.87,5405719.69,6153004.21,4631366.08,4837971.47,5339701.93
Human Health and Social Work Activities,..Catanduanes,863108.92,971661.78,1092250.13,779930.43,846802.84,915582.08
Human Health and Social Work Activities,..Masbate,1478953.57,1612387.57,1824147.97,1339017.53,1403810.67,1537248.25
Human Health and Social Work Activities,..Sorsogon,2159685.75,2415824.05,2726283.09,1913525.09,2053976.51,2259225.27
Human Health and Social Work Activities,Region VI (Western Visayas),14091011.71,15878554.86,18624794.72,12639227.28,13777971.11,15636549.37
Human Health and Social Work Activities,..Aklan,1691108.12,1904246.79,2200495.42,1514595.82,1638150.18,1847249.30
Human Health and Social Work Activities,..Antique,1459028.62,1649848.42,1961158.88,1302033.18,1405420.59,1616588.87
Human Health and Social Work Activities,..Capiz,1699071.34,1941185.95,2284439.99,1468584.28,1598728.38,1817885.10
Human Health and Social Work Activities,..Guimaras,391474.25,452096.99,545255.91,362767.02,403788.43,464048.28
Human Health and Social Work Activities,..Iloilo,2187637.65,2551810.09,3060590.15,2000087.86,2247892.69,2593953.37
Human Health and Social Work Activities,..City of Iloilo,6662691.73,7379366.62,8572854.37,5991159.12,6483990.85,7296824.43
Human Health and Social Work Activities,Negros Island Region (NIR),11591035.97,13265404.85,15544405.56,10014935.43,10997371.59,12408549.80
Human Health and Social Work Activities,..Negros Occidental,3567561.28,4094675.99,4722260.08,3284478.55,3629092.28,4025055.78
Human Health and Social Work Activities,..Negros Oriental,2802220.66,3249736.88,3803468.20,2510373.44,2765725.53,3107298.20
Human Health and Social Work Activities,..Siquijor,322043.70,357021.66,419378.30,293813.11,314312.20,356655.11
Human Health and Social Work Activities,..City of Bacolod,4899210.34,5563970.33,6599298.97,3926270.34,4288241.58,4919540.70
Human Health and Social Work Activities,Region VII (Central Visayas),19848325.19,22104492.36,25723947.31,17114457.28,18272207.60,20441554.17
Human Health and Social Work Activities,..Bohol,2477161.71,2718675.15,3199119.19,2141118.08,2239996.81,2552469.43
Human Health and Social Work Activities,..Cebu,3655913.18,4099942.12,4824421.03,3200990.12,3438134.12,3877533.67
Human Health and Social Work Activities,..City of Cebu,10082916.45,11195037.05,12978909.03,8641998.90,9212365.37,10255366.41
Human Health and Social Work Activities,..City of Lapu-Lapu,736514.48,830149.62,966942.69,634602.00,686988.91,771651.30
Human Health and Social Work Activities,..City of Mandaue,2895819.37,3260688.42,3754555.38,2495748.18,2694722.38,2984533.36
Human Health and Social Work Activities,Region VIII (Eastern Visayas),9441840.53,10303602.19,12013288.98,8591983.45,9037014.50,10178991.08
Human Health and Social Work Activities,..Biliran,304745.11,332965.41,395632.96,268334.55,282465.24,322186.91
Human Health and Social Work Activities,..Eastern Samar,1265646.91,1367003.47,1579601.87,1125119.30,1163876.99,1298616.56
Human Health and Social Work Activities,..Leyte,3508503.32,3831641.96,4513070.16,3256660.71,3418427.62,3895894.96
Human Health and Social Work Activities,..Northern Samar,721210.74,804551.42,948691.63,674810.54,729551.67,829032.79
Human Health and Social Work Activities,..Samar,1250999.21,1378448.01,1584001.87,1111265.95,1176829.34,1300554.87
Human Health and Social Work Activities,..Southern Leyte,822790.02,903859.98,1060573.41,722415.00,774535.98,872621.70
Human Health and Social Work Activities,..City of Tacloban,1567945.23,1685131.94,1931717.08,1433377.40,1491327.68,1660083.29
Human Health and Social Work Activities,Region IX (Zamboanga Peninsula),12209719.01,13394849.96,15307568.49,11069695.55,11653552.79,12811568.74
Human Health and Social Work Activities,..Zamboanga del Norte,2705776.79,2996943.31,3439287.36,2481143.43,2644954.72,2925556.05
Human Health and Social Work Activities,..Zamboanga del Sur,3452952.54,3754016.33,4284217.37,3151671.29,3259641.57,3577233.06
Human Health and Social Work Activities,..Zamboanga Sibugay,1636895.16,1813916.16,2069633.83,1472159.38,1575795.31,1722615.90
Human Health and Social Work Activities,..City of Isabela,449742.35,497214.83,564150.00,422323.00,445428.72,490130.46
Human Health and Social Work Activities,..City of Zamboanga,3964352.18,4332759.34,4950279.93,3542398.44,3727732.47,4096033.28
Human Health and Social Work Activities,Region X (Northern Mindanao),15920452.62,18077227.52,21017952.18,14329698.76,15714103.11,17498378.37
Human Health and Social Work Activities,..Bukidnon,3510590.94,4040146.75,4710876.51,3123869.39,3442138.60,3808948.22
Human Health and Social Work Activities,..Camiguin,320962.84,380618.94,437160.70,284585.44,325535.73,359170.20
Human Health and Social Work Activities,..Lanao del Norte,1551733.94,1781997.15,2083084.95,1442580.49,1587125.12,1775356.72
Human Health and Social Work Activities,..Misamis Occidental,1975576.16,2214731.56,2571753.07,1720938.29,1870387.59,2069479.25
Human Health and Social Work Activities,..Misamis Oriental,2915979.03,3293707.57,3776384.71,2589913.98,2821998.76,3106607.23
Human Health and Social Work Activities,..City of Cagayan de Oro,3790952.59,4268111.86,4967348.22,3429909.16,3775501.32,4233569.30
Human Health and Social Work Activities,..City of Iligan,1854657.13,2097913.69,2471344.00,1737902.01,1891416.00,2145247.45
Human Health and Social Work Activities,Region XI (Davao Region),32991101.52,37071511.10,42366287.56,28776574.26,30513731.98,33582527.46
Human Health and Social Work Activities,..Davao de Oro,1706421.64,1917758.00,2238667.57,1456113.18,1554398.56,1744661.20
Human Health and Social Work Activities,..Davao del Norte,5528212.16,6315786.19,7164310.54,4885355.92,5249601.19,5759483.46
Human Health and Social Work Activities,..Davao del Sur,3031532.05,3385494.15,3899668.03,2781592.85,2989959.23,3293910.91
Human Health and Social Work Activities,..Davao Occidental,626230.96,700236.94,817749.36,548222.90,591259.85,667178.58
Human Health and Social Work Activities,..Davao Oriental,1895866.12,2109920.57,2403513.54,1656133.71,1758766.84,1931635.93
Human Health and Social Work Activities,..City of Davao,20202838.59,22642315.25,25842378.51,17449155.71,18369746.31,20185657.39
Human Health and Social Work Activities,Region XII (SOCCSKSARGEN),10330320.21,11824975.54,14031128.64,8528837.15,9269649.43,10585088.27
Human Health and Social Work Activities,..Cotabato,2879244.73,3320563.01,3964576.17,2491890.71,2699138.89,3080661.03
Human Health and Social Work Activities,..Sarangani,521057.90,588077.47,689239.09,454201.93,491599.36,552194.27
Human Health and Social Work Activities,..South Cotabato,2537785.18,2896622.85,3451671.98,2078093.99,2269238.87,2600856.37
Human Health and Social Work Activities,..Sultan Kudarat,1952364.23,2234996.33,2675758.38,1670783.80,1803004.56,2085790.98
Human Health and Social Work Activities,..City of General Santos,2439868.17,2784715.89,3249883.01,1833866.73,2006667.75,2265585.62
Human Health and Social Work Activities,Region XIII (Caraga),10243542.56,11630168.23,13343990.02,9010722.54,9925151.77,11094509.62
Human Health and Social Work Activities,..Agusan del Norte,1193295.21,1374652.20,1551285.17,1049824.21,1180421.24,1297739.89
Human Health and Social Work Activities,..Agusan del Sur,1823935.84,2085824.83,2395227.35,1712998.79,1878732.15,2094197.39
Human Health and Social Work Activities,..Dinagat Islands,279740.44,321649.05,360829.11,236248.90,264140.47,286938.16
Human Health and Social Work Activities,..Surigao del Norte,1860332.78,2110577.32,2432401.84,1694743.76,1883905.76,2119416.71
Human Health and Social Work Activities,..Surigao del Sur,1673015.41,1955188.36,2220357.37,1511642.09,1693026.17,1866952.70
Human Health and Social Work Activities,..City of Butuan,3413222.88,3782276.47,4383889.18,2805264.79,3024925.98,3429264.78
Human Health and Social Work Activities,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),5881703.61,6372993.09,7304581.63,5149350.96,5386999.38,5971776.73
Human Health and Social Work Activities,..Basilan,506152.65,552834.73,632334.35,449423.92,472789.28,522135.90
Human Health and Social Work Activities,..Lanao del Sur,1642885.01,1785734.36,2049473.90,1441121.67,1511147.86,1671200.00
Human Health and Social Work Activities,..Maguindanao del Norte,2384738.21,2570884.71,2941436.85,2073294.52,2164409.28,2403427.90
Human Health and Social Work Activities,..Maguindanao del Sur,567631.72,613555.33,699397.79,492000.09,512304.01,564521.12
Human Health and Social Work Activities,..Sulu,511875.32,557737.69,644696.14,455333.69,477135.66,532457.65
Human Health and Social Work Activities,..Tawi-Tawi,268420.70,292246.27,337242.61,238177.07,249213.29,278034.15
Other Services,National Capital Region (NCR),130790323.57,163156153.20,183045792.98,125359333.04,150844330.47,164724059.89
Other Services,..City of Caloocan,2455582.84,2938385.90,3558692.14,2352986.93,2701436.10,3148337.42
Other Services,..City of Las Piñas,1974886.83,2786026.54,3407569.84,1896915.01,2567268.90,3020732.13
Other Services,..City of Makati,7900668.23,9183951.58,10925725.56,7550079.02,8453575.29,9762249.39
Other Services,..City of Malabon,1133032.95,1573106.10,1847089.69,1081179.99,1442314.33,1635045.61
Other Services,..City of Mandaluyong,4090628.80,5503865.69,6300324.90,3904733.68,5051994.07,5593151.17
Other Services,..City of Manila,9991559.01,11246004.81,13120139.90,9543706.06,10349881.55,11728940.34
Other Services,..City of Marikina,1730470.23,2274529.93,2716455.14,1653282.29,2086993.75,2403890.48
